ID,question,en_question,annotations,idks,country
Jod-ch-51-3,متداول‌ترین وسیله نقلیه‌ای که مردم برای رفتن به سر کار درایران استفاده می‌کنند چیست؟,What is the most common transportation that people take to get to work in Iran?,{'en_answer': 'car'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",IR
Jod-ch-51-4,متداول‌ترین وسیله نقلیه‌ای که مردم برای رفتن به سر کار درایران استفاده می‌کنند چیست؟,What is the most common transportation that people take to get to work in Iran?,{'en_answer': 'personal car'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",IR
Jod-ch-51-5,متداول‌ترین وسیله نقلیه‌ای که مردم برای رفتن به سر کار درایران استفاده می‌کنند چیست؟,What is the most common transportation that people take to get to work in Iran?,{'en_answer': 'snapp'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",IR
Jod-ch-51-6,متداول‌ترین وسیله نقلیه‌ای که مردم برای رفتن به سر کار درایران استفاده می‌کنند چیست؟,What is the most common transportation that people take to get to work in Iran?,{'en_answer': 'metro'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",IR
An-ar-43-1,What are the common places or venues where individuals in the US usually gather to watch sports broadcasts?,What are the common places or venues where individuals in US usually gather to watch sports broadcasts?,{'en_answer': 'sports bar'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
An-ar-43-2,What are the common places or venues where individuals in the US usually gather to watch sports broadcasts?,What are the common places or venues where individuals in US usually gather to watch sports broadcasts?,{'en_answer': 'sports bar'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
An-ar-43-3,What are the common places or venues where individuals in the US usually gather to watch sports broadcasts?,What are the common places or venues where individuals in US usually gather to watch sports broadcasts?,{'en_answer': 'sports bar'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
An-ar-43-4,What are the common places or venues where individuals in the US usually gather to watch sports broadcasts?,What are the common places or venues where individuals in US usually gather to watch sports broadcasts?,{'en_answer': 'sports bar'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
An-ar-43-5,What are the common places or venues where individuals in the US usually gather to watch sports broadcasts?,What are the common places or venues where individuals in US usually gather to watch sports broadcasts?,{'en_answer': 'bars'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
An-ar-43-6,What are the common places or venues where individuals in the US usually gather to watch sports broadcasts?,What are the common places or venues where individuals in US usually gather to watch sports broadcasts?,{'en_answer': 'bars'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
An-ar-43-7,What are the common places or venues where individuals in the US usually gather to watch sports broadcasts?,What are the common places or venues where individuals in US usually gather to watch sports broadcasts?,{'en_answer': 'bars'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
An-ar-43-8,What are the common places or venues where individuals in the US usually gather to watch sports broadcasts?,What are the common places or venues where individuals in US usually gather to watch sports broadcasts?,{'en_answer': 'bars'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
An-ar-43-9,What are the common places or venues where individuals in the US usually gather to watch sports broadcasts?,What are the common places or venues where individuals in US usually gather to watch sports broadcasts?,{'en_answer': 'sports bars'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
An-ar-43-10,What are the common places or venues where individuals in the US usually gather to watch sports broadcasts?,What are the common places or venues where individuals in US usually gather to watch sports broadcasts?,{'en_answer': 'sports bars'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
An-ar-43-11,What are the common places or venues where individuals in the US usually gather to watch sports broadcasts?,What are the common places or venues where individuals in US usually gather to watch sports broadcasts?,{'en_answer': 'sports bars'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
An-ar-43-12,What are the common places or venues where individuals in the US usually gather to watch sports broadcasts?,What are the common places or venues where individuals in US usually gather to watch sports broadcasts?,{'en_answer': 'sports bars'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
An-ar-43-13,What are the common places or venues where individuals in the US usually gather to watch sports broadcasts?,What are the common places or venues where individuals in US usually gather to watch sports broadcasts?,{'en_answer': 'house'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
An-ar-43-14,What are the common places or venues where individuals in the US usually gather to watch sports broadcasts?,What are the common places or venues where individuals in US usually gather to watch sports broadcasts?,{'en_answer': 'house'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
An-ar-43-15,What are the common places or venues where individuals in the US usually gather to watch sports broadcasts?,What are the common places or venues where individuals in US usually gather to watch sports broadcasts?,{'en_answer': 'home'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
An-ar-43-16,What are the common places or venues where individuals in the US usually gather to watch sports broadcasts?,What are the common places or venues where individuals in US usually gather to watch sports broadcasts?,{'en_answer': 'home'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
An-ar-43-17,What are the common places or venues where individuals in the US usually gather to watch sports broadcasts?,What are the common places or venues where individuals in US usually gather to watch sports broadcasts?,"{'en_answer': ""friend's home""}","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
An-ar-43-18,What are the common places or venues where individuals in the US usually gather to watch sports broadcasts?,What are the common places or venues where individuals in US usually gather to watch sports broadcasts?,"{'en_answer': ""friend's home""}","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
An-ar-43-19,What are the common places or venues where individuals in the US usually gather to watch sports broadcasts?,What are the common places or venues where individuals in US usually gather to watch sports broadcasts?,"{'en_answer': ""friend's house""}","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
An-ar-43-20,What are the common places or venues where individuals in the US usually gather to watch sports broadcasts?,What are the common places or venues where individuals in US usually gather to watch sports broadcasts?,"{'en_answer': ""friend's house""}","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
An-ar-43-21,What are the common places or venues where individuals in the US usually gather to watch sports broadcasts?,What are the common places or venues where individuals in US usually gather to watch sports broadcasts?,{'en_answer': 'stadium'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-ha-07-1,What food originated from the UK and can be found all over the world?,What food originated from UK and can be found all over the world?,{'en_answer': 'fish & chips'},"{'idk': 1, 'no-answer': 0, 'not-applicable': 0}",GB
New-ha-07-2,What food originated from the UK and can be found all over the world?,What food originated from UK and can be found all over the world?,{'en_answer': 'fish & chips'},"{'idk': 1, 'no-answer': 0, 'not-applicable': 0}",GB
New-ha-07-3,What food originated from the UK and can be found all over the world?,What food originated from UK and can be found all over the world?,{'en_answer': 'fish and chips'},"{'idk': 1, 'no-answer': 0, 'not-applicable': 0}",GB
New-ha-07-4,What food originated from the UK and can be found all over the world?,What food originated from UK and can be found all over the world?,{'en_answer': 'fish and chips'},"{'idk': 1, 'no-answer': 0, 'not-applicable': 0}",GB
New-ha-07-5,What food originated from the UK and can be found all over the world?,What food originated from UK and can be found all over the world?,{'en_answer': 'apple pie'},"{'idk': 1, 'no-answer': 0, 'not-applicable': 0}",GB
New-ha-07-6,What food originated from the UK and can be found all over the world?,What food originated from UK and can be found all over the world?,{'en_answer': 'kitkat'},"{'idk': 1, 'no-answer': 0, 'not-applicable': 0}",GB
New-ha-07-7,What food originated from the UK and can be found all over the world?,What food originated from UK and can be found all over the world?,{'en_answer': 'KitKat'},"{'idk': 1, 'no-answer': 0, 'not-applicable': 0}",GB
New-ha-07-8,What food originated from the UK and can be found all over the world?,What food originated from UK and can be found all over the world?,{'en_answer': 'potatoes'},"{'idk': 1, 'no-answer': 0, 'not-applicable': 0}",GB
New-ha-07-9,What food originated from the UK and can be found all over the world?,What food originated from UK and can be found all over the world?,{'en_answer': 'roast dinner'},"{'idk': 1, 'no-answer': 0, 'not-applicable': 0}",GB
New-pe-85-1,对于中国人来说，最受欢迎的境外旅游目的地在哪里？,Where is the most popular tourist destination abroad for people from China?,{'en_answer': 'america'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-pe-85-2,对于中国人来说，最受欢迎的境外旅游目的地在哪里？,Where is the most popular tourist destination abroad for people from China?,{'en_answer': 'america'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-pe-85-3,对于中国人来说，最受欢迎的境外旅游目的地在哪里？,Where is the most popular tourist destination abroad for people from China?,{'en_answer': 'us'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-pe-85-4,对于中国人来说，最受欢迎的境外旅游目的地在哪里？,Where is the most popular tourist destination abroad for people from China?,{'en_answer': 'us'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-pe-85-5,对于中国人来说，最受欢迎的境外旅游目的地在哪里？,Where is the most popular tourist destination abroad for people from China?,{'en_answer': 'united states'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-pe-85-6,对于中国人来说，最受欢迎的境外旅游目的地在哪里？,Where is the most popular tourist destination abroad for people from China?,{'en_answer': 'united states'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-pe-85-7,对于中国人来说，最受欢迎的境外旅游目的地在哪里？,Where is the most popular tourist destination abroad for people from China?,{'en_answer': 'usa'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-pe-85-8,对于中国人来说，最受欢迎的境外旅游目的地在哪里？,Where is the most popular tourist destination abroad for people from China?,{'en_answer': 'usa'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-pe-85-9,对于中国人来说，最受欢迎的境外旅游目的地在哪里？,Where is the most popular tourist destination abroad for people from China?,{'en_answer': 'japan'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-pe-85-10,对于中国人来说，最受欢迎的境外旅游目的地在哪里？,Where is the most popular tourist destination abroad for people from China?,{'en_answer': 'japan'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-pe-85-11,对于中国人来说，最受欢迎的境外旅游目的地在哪里？,Where is the most popular tourist destination abroad for people from China?,{'en_answer': 'maldives'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-pe-85-12,对于中国人来说，最受欢迎的境外旅游目的地在哪里？,Where is the most popular tourist destination abroad for people from China?,{'en_answer': 'maldives'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-pe-85-13,对于中国人来说，最受欢迎的境外旅游目的地在哪里？,Where is the most popular tourist destination abroad for people from China?,{'en_answer': 'australia'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-pe-85-14,对于中国人来说，最受欢迎的境外旅游目的地在哪里？,Where is the most popular tourist destination abroad for people from China?,{'en_answer': 'turkey'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-pe-85-15,对于中国人来说，最受欢迎的境外旅游目的地在哪里？,Where is the most popular tourist destination abroad for people from China?,{'en_answer': 'southeast asia'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-pe-85-16,对于中国人来说，最受欢迎的境外旅游目的地在哪里？,Where is the most popular tourist destination abroad for people from China?,{'en_answer': 'singapore'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-pe-85-17,对于中国人来说，最受欢迎的境外旅游目的地在哪里？,Where is the most popular tourist destination abroad for people from China?,{'en_answer': 'malaysia'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-pe-85-18,对于中国人来说，最受欢迎的境外旅游目的地在哪里？,Where is the most popular tourist destination abroad for people from China?,{'en_answer': 'thailand'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Ta-pe-17-1,درایران بازی‌های المپیک، کدام ورزش در ایران محبوب‌ترین است؟,"In the Olympic Games, which sport is the most popular in Iran?",{'en_answer': 'volleyball'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",IR
Ta-pe-17-2,درایران بازی‌های المپیک، کدام ورزش در ایران محبوب‌ترین است؟,"In the Olympic Games, which sport is the most popular in Iran?",{'en_answer': 'volleyball'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",IR
Ta-pe-17-3,درایران بازی‌های المپیک، کدام ورزش در ایران محبوب‌ترین است؟,"In the Olympic Games, which sport is the most popular in Iran?",{'en_answer': 'volleyball'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",IR
Ta-pe-17-4,درایران بازی‌های المپیک، کدام ورزش در ایران محبوب‌ترین است؟,"In the Olympic Games, which sport is the most popular in Iran?",{'en_answer': 'wrestling'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",IR
Ta-pe-17-5,درایران بازی‌های المپیک، کدام ورزش در ایران محبوب‌ترین است؟,"In the Olympic Games, which sport is the most popular in Iran?",{'en_answer': 'wrestling'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",IR
Ta-pe-17-6,درایران بازی‌های المپیک، کدام ورزش در ایران محبوب‌ترین است؟,"In the Olympic Games, which sport is the most popular in Iran?",{'en_answer': 'weightlifting'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",IR
Gu-ch-16-1,中国的家庭平均有多少人？（只提供阿拉伯数字（例如，12）。）,"How many people are there in a family on average in China? (Provide Arabic numerals (e.g., 12) only.)",{'en_answer': '3'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Gu-ch-16-2,中国的家庭平均有多少人？（只提供阿拉伯数字（例如，12）。）,"How many people are there in a family on average in China? (Provide Arabic numerals (e.g., 12) only.)",{'en_answer': '3'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Gu-ch-16-3,中国的家庭平均有多少人？（只提供阿拉伯数字（例如，12）。）,"How many people are there in a family on average in China? (Provide Arabic numerals (e.g., 12) only.)",{'en_answer': '3'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Gu-ch-16-4,中国的家庭平均有多少人？（只提供阿拉伯数字（例如，12）。）,"How many people are there in a family on average in China? (Provide Arabic numerals (e.g., 12) only.)",{'en_answer': '3'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Gu-ch-16-5,中国的家庭平均有多少人？（只提供阿拉伯数字（例如，12）。）,"How many people are there in a family on average in China? (Provide Arabic numerals (e.g., 12) only.)",{'en_answer': '3'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Th-en-03-1,درایران محبوب‌ترین لیگ ورزشی حرفه‌ای چیست؟,What is the most popular professional sports league in Iran?,{'en_answer': 'football'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",IR
Th-en-03-2,درایران محبوب‌ترین لیگ ورزشی حرفه‌ای چیست؟,What is the most popular professional sports league in Iran?,{'en_answer': 'football'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",IR
Th-en-03-3,درایران محبوب‌ترین لیگ ورزشی حرفه‌ای چیست؟,What is the most popular professional sports league in Iran?,{'en_answer': 'football'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",IR
Th-en-03-4,درایران محبوب‌ترین لیگ ورزشی حرفه‌ای چیست؟,What is the most popular professional sports league in Iran?,{'en_answer': 'football'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",IR
Th-en-03-5,درایران محبوب‌ترین لیگ ورزشی حرفه‌ای چیست؟,What is the most popular professional sports league in Iran?,{'en_answer': 'volleyball'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",IR
Nu-in-04-1,中国高中每个学年有多少个学期？（只提供阿拉伯数字，例如：7、8。）,"How many semesters are there each academic year at high schools in China? (Provide in Arabic numerals (e.g., 7, 8) only.)",{'en_answer': '2'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Nu-in-04-2,中国高中每个学年有多少个学期？（只提供阿拉伯数字，例如：7、8。）,"How many semesters are there each academic year at high schools in China? (Provide in Arabic numerals (e.g., 7, 8) only.)",{'en_answer': '2'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Nu-in-04-3,中国高中每个学年有多少个学期？（只提供阿拉伯数字，例如：7、8。）,"How many semesters are there each academic year at high schools in China? (Provide in Arabic numerals (e.g., 7, 8) only.)",{'en_answer': '2'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Nu-in-04-4,中国高中每个学年有多少个学期？（只提供阿拉伯数字，例如：7、8。）,"How many semesters are there each academic year at high schools in China? (Provide in Arabic numerals (e.g., 7, 8) only.)",{'en_answer': '2'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Nu-in-04-5,中国高中每个学年有多少个学期？（只提供阿拉伯数字，例如：7、8。）,"How many semesters are there each academic year at high schools in China? (Provide in Arabic numerals (e.g., 7, 8) only.)",{'en_answer': '2'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Jod-ch-01-1,What eating utensils do people commonly used in the US?,What eating utensils do people commonly used in US?,{'en_answer': 'fork'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
Jod-ch-01-2,What eating utensils do people commonly used in the US?,What eating utensils do people commonly used in US?,{'en_answer': 'fork'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
Jod-ch-01-3,What eating utensils do people commonly used in the US?,What eating utensils do people commonly used in US?,{'en_answer': 'fork'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
Jod-ch-01-4,What eating utensils do people commonly used in the US?,What eating utensils do people commonly used in US?,{'en_answer': 'fork'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
Jod-ch-01-5,What eating utensils do people commonly used in the US?,What eating utensils do people commonly used in US?,{'en_answer': 'fork'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
Jod-ch-01-6,What eating utensils do people commonly used in the US?,What eating utensils do people commonly used in US?,{'en_answer': 'spoon'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
Jod-ch-01-7,What eating utensils do people commonly used in the US?,What eating utensils do people commonly used in US?,{'en_answer': 'spoon'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
Jod-ch-01-8,What eating utensils do people commonly used in the US?,What eating utensils do people commonly used in US?,{'en_answer': 'spoon'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
Jod-ch-01-9,What eating utensils do people commonly used in the US?,What eating utensils do people commonly used in US?,{'en_answer': 'spoon'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
Jod-ch-01-10,What eating utensils do people commonly used in the US?,What eating utensils do people commonly used in US?,{'en_answer': 'knife'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
Jod-ch-01-11,What eating utensils do people commonly used in the US?,What eating utensils do people commonly used in US?,{'en_answer': 'knife'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
Jod-ch-01-12,What eating utensils do people commonly used in the US?,What eating utensils do people commonly used in US?,{'en_answer': 'knife'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
Jod-ch-01-13,What eating utensils do people commonly used in the US?,What eating utensils do people commonly used in US?,{'en_answer': 'knife'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-ch-45-1,在中国，年轻人通常选择哪些行业创业？,Which industries do young people typically choose to start businesses in China?,{'en_answer': 'internet'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-ch-45-2,在中国，年轻人通常选择哪些行业创业？,Which industries do young people typically choose to start businesses in China?,{'en_answer': 'internet'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-ch-45-3,在中国，年轻人通常选择哪些行业创业？,Which industries do young people typically choose to start businesses in China?,{'en_answer': 'internet'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-ch-45-4,在中国，年轻人通常选择哪些行业创业？,Which industries do young people typically choose to start businesses in China?,{'en_answer': 'information technology'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-ch-45-5,在中国，年轻人通常选择哪些行业创业？,Which industries do young people typically choose to start businesses in China?,{'en_answer': 'information technology'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-ch-45-6,在中国，年轻人通常选择哪些行业创业？,Which industries do young people typically choose to start businesses in China?,{'en_answer': 'information technology'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-ch-45-7,在中国，年轻人通常选择哪些行业创业？,Which industries do young people typically choose to start businesses in China?,{'en_answer': 'it industry'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-ch-45-8,在中国，年轻人通常选择哪些行业创业？,Which industries do young people typically choose to start businesses in China?,{'en_answer': 'it industry'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-ch-45-9,在中国，年轻人通常选择哪些行业创业？,Which industries do young people typically choose to start businesses in China?,{'en_answer': 'it industry'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-ch-45-10,在中国，年轻人通常选择哪些行业创业？,Which industries do young people typically choose to start businesses in China?,{'en_answer': 'technology'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-ch-45-11,在中国，年轻人通常选择哪些行业创业？,Which industries do young people typically choose to start businesses in China?,{'en_answer': 'self-media'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-ch-45-12,在中国，年轻人通常选择哪些行业创业？,Which industries do young people typically choose to start businesses in China?,{'en_answer': 'restaurant'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-ch-45-13,在中国，年轻人通常选择哪些行业创业？,Which industries do young people typically choose to start businesses in China?,{'en_answer': 'catering'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-as-76-1,What traditional games do families play during traditional holidays in the UK?,What traditional games do families play during traditional holidays in UK?,{'en_answer': 'monopoly'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",GB
New-as-76-2,What traditional games do families play during traditional holidays in the UK?,What traditional games do families play during traditional holidays in UK?,{'en_answer': 'monopoly'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",GB
New-as-76-3,What traditional games do families play during traditional holidays in the UK?,What traditional games do families play during traditional holidays in UK?,{'en_answer': 'monopoly'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",GB
New-as-76-4,What traditional games do families play during traditional holidays in the UK?,What traditional games do families play during traditional holidays in UK?,{'en_answer': 'monopoly'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",GB
New-as-76-5,What traditional games do families play during traditional holidays in the UK?,What traditional games do families play during traditional holidays in UK?,{'en_answer': 'charades'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",GB
New-as-76-6,What traditional games do families play during traditional holidays in the UK?,What traditional games do families play during traditional holidays in UK?,{'en_answer': 'charades'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",GB
New-as-76-7,What traditional games do families play during traditional holidays in the UK?,What traditional games do families play during traditional holidays in UK?,{'en_answer': 'chess'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",GB
New-as-76-8,What traditional games do families play during traditional holidays in the UK?,What traditional games do families play during traditional holidays in UK?,{'en_answer': 'beach cricket'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",GB
New-as-76-9,What traditional games do families play during traditional holidays in the UK?,What traditional games do families play during traditional holidays in UK?,{'en_answer': 'soccer'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",GB
New-as-76-10,What traditional games do families play during traditional holidays in the UK?,What traditional games do families play during traditional holidays in UK?,{'en_answer': 'football'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",GB
New-as-76-11,What traditional games do families play during traditional holidays in the UK?,What traditional games do families play during traditional holidays in UK?,{'en_answer': 'card games'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",GB
New-as-76-12,What traditional games do families play during traditional holidays in the UK?,What traditional games do families play during traditional holidays in UK?,{'en_answer': 'scrabble'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",GB
New-gr-15-1,中国最受欢迎的传统甜点是什么？,What is the most popular traditional dessert in China?,{'en_answer': 'mooncake'},"{'no-answer': 1, 'idk': 0, 'not-applicable': 0}",CN
New-gr-15-2,中国最受欢迎的传统甜点是什么？,What is the most popular traditional dessert in China?,{'en_answer': 'osmanthus cake'},"{'no-answer': 1, 'idk': 0, 'not-applicable': 0}",CN
New-gr-15-3,中国最受欢迎的传统甜点是什么？,What is the most popular traditional dessert in China?,{'en_answer': 'daoxiangcun'},"{'no-answer': 1, 'idk': 0, 'not-applicable': 0}",CN
New-gr-15-4,中国最受欢迎的传统甜点是什么？,What is the most popular traditional dessert in China?,{'en_answer': 'red bean bun'},"{'no-answer': 1, 'idk': 0, 'not-applicable': 0}",CN
New-gr-15-5,中国最受欢迎的传统甜点是什么？,What is the most popular traditional dessert in China?,{'en_answer': 'shaved ice'},"{'no-answer': 1, 'idk': 0, 'not-applicable': 0}",CN
New-gr-15-6,中国最受欢迎的传统甜点是什么？,What is the most popular traditional dessert in China?,{'en_answer': 'shaved snow'},"{'no-answer': 1, 'idk': 0, 'not-applicable': 0}",CN
New-gr-15-7,中国最受欢迎的传统甜点是什么？,What is the most popular traditional dessert in China?,{'en_answer': 'tangyuan'},"{'no-answer': 1, 'idk': 0, 'not-applicable': 0}",CN
New-gr-15-8,中国最受欢迎的传统甜点是什么？,What is the most popular traditional dessert in China?,{'en_answer': 'glutinous rice balls'},"{'no-answer': 1, 'idk': 0, 'not-applicable': 0}",CN
New-gr-15-9,中国最受欢迎的传统甜点是什么？,What is the most popular traditional dessert in China?,{'en_answer': 'sweet rice balls'},"{'no-answer': 1, 'idk': 0, 'not-applicable': 0}",CN
Ji-ko-22-1,在中国社会，人们的第一份工资通常会特别花在什么上？,What do people especially spend their first salary on in China's society?,{'en_answer': 'clothes'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Ji-ko-22-2,在中国社会，人们的第一份工资通常会特别花在什么上？,What do people especially spend their first salary on in China's society?,{'en_answer': 'clothes'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Ji-ko-22-3,在中国社会，人们的第一份工资通常会特别花在什么上？,What do people especially spend their first salary on in China's society?,{'en_answer': 'gift'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Ji-ko-22-4,在中国社会，人们的第一份工资通常会特别花在什么上？,What do people especially spend their first salary on in China's society?,{'en_answer': 'presents'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Ji-ko-22-5,在中国社会，人们的第一份工资通常会特别花在什么上？,What do people especially spend their first salary on in China's society?,{'en_answer': 'treat friends/family to a meal'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Ji-ko-22-6,在中国社会，人们的第一份工资通常会特别花在什么上？,What do people especially spend their first salary on in China's society?,{'en_answer': 'shopping'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Th-en-11-1,谁是中国最受欢迎的运动员？,Who is the most popular sportperson in China?,{'en_answer': 'yao ming'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Th-en-11-2,谁是中国最受欢迎的运动员？,Who is the most popular sportperson in China?,{'en_answer': 'yao ming'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Th-en-11-3,谁是中国最受欢迎的运动员？,Who is the most popular sportperson in China?,{'en_answer': 'yao ming'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Th-en-11-4,谁是中国最受欢迎的运动员？,Who is the most popular sportperson in China?,{'en_answer': 'ming yao'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Th-en-11-5,谁是中国最受欢迎的运动员？,Who is the most popular sportperson in China?,{'en_answer': 'ming yao'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Th-en-11-6,谁是中国最受欢迎的运动员？,Who is the most popular sportperson in China?,{'en_answer': 'ming yao'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
