ID,question,en_question,annotations,idks,country
Na-ko-33,What symbolic food do people from the US eat on (Lunar) New Year?,What symbolic food do people from US eat on (Lunar) New Year?,"[{'answers': ['black eyed peas'], 'en_answers': ['black eyed peas'], 'count': 2}, {'answers': ['grapes'], 'en_answers': ['grapes'], 'count': 1}]","{'not-applicable': 2, 'idk': 0, 'no-answer': 0}",US
New-en-19,What is the most well known sporting stadium in the US?,What is the most well known sporting stadium in US?,"[{'answers': ['Yankees stadium'], 'en_answers': ['Yankees stadium'], 'count': 2}, {'answers': ['MSG', 'madison square garden'], 'en_answers': ['MSG', 'madison square garden'], 'count': 1}, {'answers': ['NY', 'new york'], 'en_answers': ['NY', 'new york'], 'count': 1}, {'answers': ['Mercedes-Benz Stadium'], 'en_answers': ['Mercedes-Benz Stadium'], 'count': 1}, {'answers': ['wrigley field'], 'en_answers': ['wrigley field'], 'count': 1}]","{'idk': 1, 'no-answer': 0, 'not-applicable': 0}",US
Na-ko-29,درایران مشهورترین شناگر چه کسی است؟,Who is the most famous swimmer in Iran?,[],"{'idk': 5, 'no-answer': 2, 'نمیدانم': 1, 'not-applicable': 0}",IR
Ne-ar-36,What is a typical festive meal in the UK?,What is a typical festive meal in UK?,"[{'answers': ['turkey and the trimmings', 'christmas dinner'], 'en_answers': ['turkey and the trimmings', 'christmas dinner'], 'count': 2}, {'answers': ['roast meat'], 'en_answers': ['roast meat'], 'count': 1}, {'answers': ['roast beef'], 'en_answers': ['roast beef'], 'count': 1}, {'answers': ['turkey'], 'en_answers': ['turkey'], 'count': 1}, {'answers': ['roast chicken'], 'en_answers': ['roast chicken'], 'count': 1}, {'answers': ['roast lamb'], 'en_answers': ['roast lamb'], 'count': 1}, {'answers': ['burn supper'], 'en_answers': ['burn supper'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",GB
Th-en-48,在中国，成绩优异的高中生在作业和考试中获得的最高成绩是什么？,What is the highest grade given to top-achieving high school students on assignments and exams in China?,"[{'answers': ['100'], 'en_answers': ['100'], 'count': 2}, {'answers': ['150分满分', '150'], 'en_answers': ['150'], 'count': 2}, {'answers': ['120'], 'en_answers': ['120'], 'count': 1}, {'answers': ['750'], 'en_answers': ['750'], 'count': 1}]","{'idk': 1, 'no-answer': 0, 'not-applicable': 0}",CN
Kik-in-04,What is installed in front of the house when a family member dies in the UK?,What is installed in front of the house when a family member dies in UK?,[],"{'not-applicable': 4, 'no-answer': 1, 'idk': 0}",GB
Th-en-09,درایران محبوب‌ترین تورنمنت چیست؟,What is the most popular tournament in Iran?,"[{'answers': ['لیگ برتر فوتبال'], 'en_answers': ['premier football league'], 'count': 2}, {'answers': ['فوتبال'], 'en_answers': ['football'], 'count': 1}, {'answers': ['والیبال'], 'en_answers': ['volleyball'], 'count': 1}]","{'no-answer': 1, 'idk': 0, 'not-applicable': 0}",IR
New-gr-29,在中国最受欢迎的国际体育赛事是哪一个？,Which international sporting event is the most popular in China?,"[{'answers': ['奥运会'], 'en_answers': ['olympic games'], 'count': 2}, {'answers': ['中国网球公开赛'], 'en_answers': ['china open'], 'count': 1}, {'answers': ['世界杯'], 'en_answers': ['world cup'], 'count': 1}, {'answers': ['nba'], 'en_answers': ['nba', 'national basketball association'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-ch-82,در کشور شما مراسم عروسی معمولاً چه ساعتی شروع می‌شود؟ (به فرمت ساعت:دقیقه (مثلاً 18:00، 09:00) ارائه دهید.),"At what time do weddings typically start in Iran? (Provide in HH:MM format (e.g., 18:00, 09:00).)","[{'answers': ['19:00'], 'en_answers': ['19:00'], 'count': 4}, {'answers': ['18:00'], 'en_answers': ['18:00'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",IR
Ji-ko-31,درایران دانش‌آموزان دبیرستانی و متوسطه معمولاً کجا برای امتحانات درس می‌خوانند؟,Where do middle and high school students in Iran usually study for exams?,"[{'answers': ['خانه'], 'en_answers': ['home'], 'count': 4}, {'answers': ['کتابخانه', 'كتابخانه'], 'en_answers': ['library'], 'count': 2}, {'answers': ['مدرسه'], 'en_answers': ['school'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",IR
Na-ko-30,中国最受欢迎的电子竞技游戏是什么？,What is the most popular e-sports game in China?,"[{'answers': ['王者荣耀'], 'en_answers': ['honor of kings'], 'count': 3}, {'answers': ['英雄联盟'], 'en_answers': ['league of legends'], 'count': 2}, {'answers': ['dota'], 'en_answers': ['dota', 'defense of the ancients'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-spme-27,中国人的平均教育水平是什么？,What is the average education level for people in China?,"[{'answers': ['高中'], 'en_answers': ['high school'], 'count': 3}, {'answers': ['初中'], 'en_answers': ['junior high school', 'middle school'], 'count': 2}, {'answers': ['小学'], 'en_answers': ['primary school'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-en-38,در ایران کدام صنایع به خاطر ساعات کاری انعطاف‌ پذیرتر شناخته شده‌اند؟,Which industries are known for more flexible working hours in Iran?,"[{'answers': ['شغل آزاد'], 'en_answers': ['freelance job'], 'count': 2}, {'answers': ['خویش فرمایی'], 'en_answers': ['self employment'], 'count': 1}]","{'no-answer': 2, 'idk': 1, 'not-applicable': 0}",IR
Ne-ar-38,Which food do people usually offer as charity in the US?,Which food do people usually offer as charity in US?,"[{'answers': ['canned soup', 'soup'], 'en_answers': ['canned soup', 'soup'], 'count': 3}, {'answers': ['canned foods', 'canned goods'], 'en_answers': ['canned foods', 'canned goods'], 'count': 2}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-ch-78,در ایران زنان بازنشسته معمولاً از چه فعالیت‌های تفریحی لذت می‌برند؟ ,What leisure activities do retired women typically like in Iran?,"[{'answers': ['آشپزی'], 'en_answers': ['cooking'], 'count': 1}, {'answers': ['سفرکردن'], 'en_answers': ['traveling'], 'count': 1}, {'answers': ['پیاده روی'], 'en_answers': ['walking'], 'count': 1}, {'answers': ['خانه داری'], 'en_answers': ['housekeeping'], 'count': 1}, {'answers': ['هنر'], 'en_answers': ['art'], 'count': 1}, {'answers': ['ورزش صبحگاهی در پاک'], 'en_answers': ['morning exercise in the park'], 'count': 1}, {'answers': ['بافتن لباس'], 'en_answers': ['knitting clothes'], 'count': 1}, {'answers': ['دورهمی با دوستان'], 'en_answers': ['gathering with friends'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",IR
New-spme-15,What is the most popular sports drink in the US?,What is the most popular sports drink in US?,"[{'answers': ['gatorade'], 'en_answers': ['gatorade'], 'count': 5}, {'answers': ['powerade'], 'en_answers': ['powerade'], 'count': 1}, {'answers': ['red bull'], 'en_answers': ['red bull'], 'count': 1}, {'answers': ['monster'], 'en_answers': ['monster'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-in-80,What is the most famous theme park in the US?,What is the most famous theme park in US?,"[{'answers': ['Disney World', 'disney world'], 'en_answers': ['Disney World', 'disney world'], 'count': 4}, {'answers': ['disneyland'], 'en_answers': ['disneyland'], 'count': 1}, {'answers': ['universal studios'], 'en_answers': ['universal studios'], 'count': 1}]","{'idk': 1, 'no-answer': 0, 'not-applicable': 0}",US
Al-en-21,Which subject is the most important for gifted education in the UK?,Which subject is the most important for gifted education in UK?,"[{'answers': ['maths', 'mathematics', 'math'], 'en_answers': ['maths', 'mathematics', 'math'], 'count': 3}, {'answers': ['english', 'English literature, English language'], 'en_answers': ['english', 'English literature, English language'], 'count': 2}, {'answers': ['science'], 'en_answers': ['science'], 'count': 1}, {'answers': ['music'], 'en_answers': ['music'], 'count': 1}]","{'no-answer': 1, 'idk': 0, 'not-applicable': 0}",GB
Ne-ar-09,درایران مردم در عید فطر چه غذایی می‌خورند؟,What do people from Iran eat in Eid ul Fitr?,"[{'answers': ['آش'], 'en_answers': ['potage'], 'count': 1}]","{'no-answer': 4, 'idk': 0, 'not-applicable': 0}",IR
Ni-en-03,中国人通常在多大年龄上大学？（只提供阿拉伯数字（例如，12）。）,"At what age do people in China typically go to university? (Provide Arabic numerals (e.g., 12) only.)","[{'answers': ['18'], 'en_answers': ['18'], 'count': 5}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-ch-49,What is the most common way for family members to communicate remotely in the UK?,What is the most common way for family members to communicate remotely in UK?,"[{'answers': ['text messaging', 'SMS', 'text message', 'text'], 'en_answers': ['text messaging', 'SMS', 'text message', 'text'], 'count': 2}, {'answers': ['instant messaging'], 'en_answers': ['instant messaging'], 'count': 1}, {'answers': ['whatsapp'], 'en_answers': ['whatsapp'], 'count': 1}, {'answers': ['facebook'], 'en_answers': ['facebook'], 'count': 1}]","{'no-answer': 1, 'idk': 0, 'not-applicable': 0}",GB
New-en-17,What are the most common cheering tools used by sports fans in the US?,What are the most common cheering tools used by sports fans in US?,"[{'answers': ['signs'], 'en_answers': ['signs'], 'count': 2}, {'answers': ['bells'], 'en_answers': ['bells'], 'count': 1}, {'answers': ['pom poms'], 'en_answers': ['pom poms'], 'count': 1}, {'answers': ['styrofoam finger', 'foam finger'], 'en_answers': ['styrofoam finger', 'foam finger'], 'count': 1}, {'answers': ['hand gestures'], 'en_answers': ['hand gestures'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-gr-58,在中国，哪些工作被认为薪酬偏低？,Which job is considered underpaid in China?,"[{'answers': ['清洁工'], 'en_answers': ['cleaner'], 'count': 1}, {'answers': ['老师'], 'en_answers': ['teacher'], 'count': 1}, {'answers': ['农民'], 'en_answers': ['farmer'], 'count': 1}, {'answers': ['体力劳动类的工作'], 'en_answers': ['physical labor jobs', 'labourer'], 'count': 1}, {'answers': ['售货员'], 'en_answers': ['salesperson', 'saleswoman', 'salesman'], 'count': 1}, {'answers': ['建筑工人'], 'en_answers': ['builder', 'construction worker'], 'count': 1}, {'answers': ['临时工'], 'en_answers': ['temporary worker'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-ch-74,What types of accommodation do university students in the UK typically live in?,What types of accommodation do university students in UK typically live in?,"[{'answers': ['flats'], 'en_answers': ['flats'], 'count': 2}, {'answers': ['student halls', 'halls', 'shared flat', 'in halls of residence', 'halls of residence'], 'en_answers': ['student halls', 'halls', 'shared flat', 'in halls of residence', 'halls of residence'], 'count': 2}, {'answers': ['shared accommodation, shared house, shared flat', 'in shared digs', 'shared house'], 'en_answers': ['shared accommodation, shared house, shared flat', 'in shared digs', 'shared house'], 'count': 2}, {'answers': ['in parental home', ""family home, parents' home, parents' house""], 'en_answers': ['in parental home', ""family home, parents' home, parents' house""], 'count': 1}, {'answers': ['student halls', 'halls', 'shared flat', 'halls of residence', 'dorms'], 'en_answers': ['student halls', 'halls', 'shared flat', 'halls of residence', 'dorms'], 'count': 1}, {'answers': ['student accommodation'], 'en_answers': ['student accommodation'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",GB
New-az-60,"In the US, who takes care of kids when both parents are working?","In US, who takes care of kids when both parents are working?","[{'answers': ['daycare'], 'en_answers': ['daycare'], 'count': 4}, {'answers': ['family member', 'relative'], 'en_answers': ['family member', 'relative'], 'count': 2}, {'answers': ['schools'], 'en_answers': ['schools'], 'count': 1}, {'answers': ['baby sitter'], 'en_answers': ['baby sitter'], 'count': 1}, {'answers': ['grandparent'], 'en_answers': ['grandparent'], 'count': 1}]","{'no-answer': 1, 'idk': 0, 'not-applicable': 0}",US
Jod-ch-62,Which occupation is most preferred among males in the US?,Which occupation is most preferred among males in US?,"[{'answers': ['investor', 'finance'], 'en_answers': ['investor', 'finance'], 'count': 3}, {'answers': ['doctor'], 'en_answers': ['doctor'], 'count': 2}, {'answers': ['lawyer', 'law'], 'en_answers': ['lawyer', 'law'], 'count': 2}, {'answers': ['business'], 'en_answers': ['business'], 'count': 2}, {'answers': ['trades (plumber'], 'en_answers': ['trades (plumber'], 'count': 1}, {'answers': ['electrician)'], 'en_answers': ['electrician)'], 'count': 1}, {'answers': ['restaurant (waiter'], 'en_answers': ['restaurant (waiter'], 'count': 1}, {'answers': ['dishes'], 'en_answers': ['dishes'], 'count': 1}, {'answers': ['cook)'], 'en_answers': ['cook)'], 'count': 1}, {'answers': ['law enforcement', 'police officer'], 'en_answers': ['law enforcement', 'police officer'], 'count': 1}, {'answers': ['firefighting'], 'en_answers': ['firefighting'], 'count': 1}, {'answers': ['military'], 'en_answers': ['military'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
Nu-in-06,"When is National Teacher's Day commemorated in the US? (Provide in MM/DD format (e.g., 12/31).)","When is National Teacher's Day commemorated in US? (Provide in MM/DD format (e.g., 12/31).)","[{'answers': ['05/07'], 'en_answers': ['05/07'], 'count': 4}]","{'idk': 4, 'no-answer': 0, 'not-applicable': 0}",US
New-ko-02,What is the most popular prenatal education activity for pregnant women in the US?,What is the most popular prenatal education activity for pregnant women in US?,"[{'answers': ['lamaze'], 'en_answers': ['lamaze'], 'count': 2}, {'answers': ['childbirth education classes'], 'en_answers': ['childbirth education classes'], 'count': 1}, {'answers': ['headphones on the belly bump'], 'en_answers': ['headphones on the belly bump'], 'count': 1}]","{'idk': 4, 'no-answer': 1, 'not-applicable': 0}",US
Ki-pe-30,What days of the week are schools closed in the UK?,What days of the week are schools closed in UK?,"[{'answers': ['saturday'], 'en_answers': ['saturday'], 'count': 5}, {'answers': ['sunday'], 'en_answers': ['sunday'], 'count': 5}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",GB
Na-ko-23,在中国，孩子们最常上的体育学院是哪一种？,What type of sports academies do children attend the most in China?,"[{'answers': ['各种类型的体校', '体育类高校', '各地区的体育学院'], 'en_answers': ['various types of sports schools', 'sports university', 'sports academies in various regions'], 'count': 3}, {'answers': ['北京体育大学'], 'en_answers': ['beijing sport university'], 'count': 2}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-en-68,What repercussions are there for bad behavior in schools in the UK?,What repercussions are there for bad behavior in schools in UK?,"[{'answers': ['detention'], 'en_answers': ['detention'], 'count': 5}, {'answers': ['expulsion', 'exclusion', 'being expelled from school'], 'en_answers': ['expulsion', 'exclusion', 'being expelled from school'], 'count': 4}, {'answers': ['extra work'], 'en_answers': ['extra work'], 'count': 1}, {'answers': ['school inform parents'], 'en_answers': ['school inform parents'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",GB
Jo-sp-13,在中国最受欢迎的水上运动是什么？,What is the most popular water sport in China?,"[{'answers': ['游泳'], 'en_answers': ['swimming'], 'count': 3}, {'answers': ['跳水'], 'en_answers': ['diving'], 'count': 2}, {'answers': ['水上摩托'], 'en_answers': ['jet ski'], 'count': 1}, {'answers': ['水上降落伞'], 'en_answers': ['parasailing'], 'count': 1}, {'answers': ['划龙舟'], 'en_answers': ['dragon boat racing'], 'count': 1}, {'answers': ['潜水'], 'en_answers': ['scuba diving'], 'count': 1}]","{'idk': 1, 'no-answer': 0, 'not-applicable': 0}",CN
New-gr-82,What is the most popular music genre among the elderly population in the US?,What is the most popular music genre among the elderly population in US?,"[{'answers': ['country'], 'en_answers': ['country'], 'count': 2}, {'answers': ['1960s rock'], 'en_answers': ['1960s rock'], 'count': 1}, {'answers': ['classic'], 'en_answers': ['classic'], 'count': 1}, {'answers': ['70s disco'], 'en_answers': ['70s disco'], 'count': 1}, {'answers': ['80s disco'], 'en_answers': ['80s disco'], 'count': 1}]","{'idk': 3, 'no-answer': 1, 'not-applicable': 0}",US
Ta-pe-23,Which daily exercise is popular among men in the US?,Which daily exercise is popular among men in US?,"[{'answers': ['jogging'], 'en_answers': ['jogging'], 'count': 2}, {'answers': ['running'], 'en_answers': ['running'], 'count': 2}, {'answers': ['cardio'], 'en_answers': ['cardio'], 'count': 1}, {'answers': ['exercise machines'], 'en_answers': ['exercise machines'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-ko-05,در ایران کدام اسباب‌بازی‌ها بین دختران محبوب‌ ترین هستند؟,Which toys are most popular among girls in Iran?,"[{'answers': ['عروسك', 'عروسک'], 'en_answers': ['doll'], 'count': 3}, {'answers': ['باربی'], 'en_answers': ['barbie'], 'count': 2}, {'answers': ['وسايل خانه'], 'en_answers': ['home appliances'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",IR
New-ko-06,What is the most popular folk tale in the US that is typically told to children?,What is the most popular folk tale in US that is typically told to children?,"[{'answers': ['Paul Bunyon'], 'en_answers': ['Paul Bunyon'], 'count': 3}, {'answers': ['pilgrims preparing stone soup'], 'en_answers': ['pilgrims preparing stone soup'], 'count': 1}, {'answers': ['the night before christmas'], 'en_answers': ['the night before christmas'], 'count': 1}, {'answers': ['pecos bill'], 'en_answers': ['pecos bill'], 'count': 1}, {'answers': ['santa claus'], 'en_answers': ['santa claus'], 'count': 1}]","{'idk': 1, 'no-answer': 0, 'not-applicable': 0}",US
New-su-81,What clothes do grooms usually wear at weddings in the US?,What clothes do grooms usually wear at weddings in US?,"[{'answers': ['tux', 'tuxedos', 'tuxedo'], 'en_answers': ['tux', 'tuxedos', 'tuxedo'], 'count': 3}, {'answers': ['suits', 'suit', 'nice suit'], 'en_answers': ['suits', 'suit', 'nice suit'], 'count': 3}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
Ne-ar-10,What do people from the US eat in Eid ul Adha?,What do people from US eat in Eid ul Adha?,[],"{'not-applicable': 5, 'idk': 3, 'no-answer': 0}",US
New-am-02,What is the most popular traditional food in the UK?,What is the most popular traditional food in UK?,"[{'answers': ['fish & chips', 'fish and chips'], 'en_answers': ['fish & chips', 'fish and chips'], 'count': 3}, {'answers': ['pie', 'pies'], 'en_answers': ['pie', 'pies'], 'count': 2}, {'answers': ['sunday dinner', 'sunday roast'], 'en_answers': ['sunday dinner', 'sunday roast'], 'count': 2}, {'answers': ['roast dinner'], 'en_answers': ['roast dinner'], 'count': 1}, {'answers': ['roast potatoes '], 'en_answers': ['roast potatoes '], 'count': 1}, {'answers': ['mashed potato'], 'en_answers': ['mashed potato'], 'count': 1}, {'answers': ['chinese takeaway'], 'en_answers': ['chinese takeaway'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",GB
New-ch-44, در ایران مدت زمان معمول دوره آزمایشی برای کارمندان جدید قبل از امضای قرارداد رسمی چقدر است؟ (مثلاً ۱ ماه).,"How long is the typical probation period for new employees before signing a formal contract in Iran? (e.g., 1 month).","[{'answers': ['3 ماه'], 'en_answers': ['3 months'], 'count': 2}, {'answers': ['1 ماه'], 'en_answers': ['1 month'], 'count': 1}, {'answers': ['0'], 'en_answers': ['0'], 'count': 1}]","{'no-answer': 1, 'idk': 0, 'not-applicable': 0}",IR
New-ch-05,在中国最有名的辣的菜（食物）是什么？,What is the most famous spicy dish in China?,"[{'answers': ['火锅', '麻辣火锅'], 'en_answers': ['hot pot', 'spicy hot pot'], 'count': 3}, {'answers': ['辣子鸡'], 'en_answers': ['spicy chicken'], 'count': 1}, {'answers': ['麻婆豆腐'], 'en_answers': ['mapo tofu'], 'count': 1}, {'answers': ['辣椒炒肉'], 'en_answers': ['stir-fried pork with chili peppers'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Kik-in-41,Who is the most famous female badminton player in the UK?,Who is the most famous female badminton player in UK?,[],"{'idk': 7, 'Not interested': 1, 'not-applicable': 1, 'no-answer': 0}",GB
Ji-ko-02,中国人更喜欢在一周的哪一天举行公司晚宴？,What day of the week do people in China prefer to have company dinners?,"[{'answers': ['周五', '星期五'], 'en_answers': ['friday'], 'count': 5}, {'answers': ['周六', '星期六'], 'en_answers': ['saturday'], 'count': 1}]","{'idk': 1, 'no-answer': 0, 'not-applicable': 0}",CN
Th-en-41,"What is the average age for couples to have their first child in the US? (Provide Arabic numerals (e.g., 20) only.)","What is the average age for couples to have their first child in US? (Provide Arabic numerals (e.g., 20) only.)","[{'answers': ['30'], 'en_answers': ['30'], 'count': 2}, {'answers': ['27'], 'en_answers': ['27'], 'count': 1}, {'answers': ['26'], 'en_answers': ['26'], 'count': 1}, {'answers': ['22'], 'en_answers': ['22'], 'count': 1}, {'answers': ['25'], 'en_answers': ['25'], 'count': 1}, {'answers': ['28'], 'en_answers': ['28'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-gr-58,Which job is considered underpaid in the US?,Which job is considered underpaid in US?,"[{'answers': ['teachers', 'teaching'], 'en_answers': ['teachers', 'teaching'], 'count': 4}, {'answers': ['restaurant work'], 'en_answers': ['restaurant work'], 'count': 1}, {'answers': ['civil servents'], 'en_answers': ['civil servents'], 'count': 1}, {'answers': ['manufacturing workers'], 'en_answers': ['manufacturing workers'], 'count': 1}, {'answers': ['PHDs', 'Doctor of Philosophy'], 'en_answers': ['PHDs', 'Doctor of Philosophy'], 'count': 1}, {'answers': ['fast food'], 'en_answers': ['fast food'], 'count': 1}, {'answers': ['internships'], 'en_answers': ['internships'], 'count': 1}, {'answers': ['federal employment'], 'en_answers': ['federal employment'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
Ki-pe-40,Which food from the US is considered disgusting by the rest of the world?,Which food from US is considered disgusting by the rest of the world?,"[{'answers': [""mcdonald's"", 'mcd'], 'en_answers': [""mcdonald's"", 'mcd'], 'count': 1}, {'answers': ['pb&j', 'peanut butter and jelly'], 'en_answers': ['pb&j', 'peanut butter and jelly'], 'count': 1}, {'answers': ['hotdogs', 'hot dogs'], 'en_answers': ['hotdogs', 'hot dogs'], 'count': 1}, {'answers': ['deep fried things'], 'en_answers': ['deep fried things'], 'count': 1}, {'answers': ['crawdads'], 'en_answers': ['crawdads'], 'count': 1}]","{'idk': 1, 'no-answer': 0, 'not-applicable': 0}",US
Al-en-37,What food is associated with Christmas in the US?,What food is associated with Christmas in US?,"[{'answers': ['gingerbread', 'cookies'], 'en_answers': ['gingerbread', 'cookies'], 'count': 3}, {'answers': ['ham'], 'en_answers': ['ham'], 'count': 2}, {'answers': ['roast turkey', 'turkey'], 'en_answers': ['roast turkey', 'turkey'], 'count': 2}, {'answers': ['pie'], 'en_answers': ['pie'], 'count': 1}, {'answers': ['candy canes'], 'en_answers': ['candy canes'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
Ni-en-06,在中国，人们从几岁开始需要接受义务教育？（只提供阿拉伯数字（例如，12）。）,"From what age do people need to attend compulsory education in China? (Provide Arabic numerals (e.g., 12) only.)","[{'answers': ['6'], 'en_answers': ['6'], 'count': 4}, {'answers': ['7'], 'en_answers': ['7'], 'count': 2}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-az-11,مردم ایران در فصل تابستان معمولاً چه میوه‌ای می‌خورند؟,What fruit do people from Iran often eat in the summer season?,"[{'answers': ['هندوانه'], 'en_answers': ['watermelon'], 'count': 4}, {'answers': ['آلوچه'], 'en_answers': ['sour plum'], 'count': 1}, {'answers': ['زردآلو'], 'en_answers': ['apricot'], 'count': 1}, {'answers': ['توت فرنگی'], 'en_answers': ['strawberry'], 'count': 1}, {'answers': ['طالبی'], 'en_answers': ['cantaloupe'], 'count': 1}, {'answers': ['گوجه سبز'], 'en_answers': ['green plum'], 'count': 1}, {'answers': ['نارنگی'], 'en_answers': ['mandarine'], 'count': 1}, {'answers': ['پرتقال'], 'en_answers': ['orange'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",IR
Jo-sp-36,"How long (in weeks) are summer vacations at elementary schools in the US? (Provide in Arabic numerals (e.g., 7, 8) only.)","How long (in weeks) are summer vacations at elementary schools in US? (Provide in Arabic numerals (e.g., 7, 8) only.)","[{'answers': ['12'], 'en_answers': ['12'], 'count': 1}, {'answers': ['6'], 'en_answers': ['6'], 'count': 1}, {'answers': ['8'], 'en_answers': ['8'], 'count': 1}, {'answers': ['5'], 'en_answers': ['5'], 'count': 1}, {'answers': ['10'], 'en_answers': ['10'], 'count': 1}, {'answers': ['9'], 'en_answers': ['9'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
Ne-ar-10,What do people from the UK eat during Eid ul Adha?,What do people from UK eat in Eid ul Adha?,"[{'answers': ['arabic food'], 'en_answers': ['arabic food'], 'count': 1}, {'answers': ['dates'], 'en_answers': ['dates'], 'count': 1}, {'answers': ['lamb'], 'en_answers': ['lamb'], 'count': 1}]","{'idk': 2, 'not-applicable': 1, 'no-answer': 1}",GB
New-ch-51,در ایران معمولاً چه نوع اقامتگاهی برای سفرهای خانوادگی رزرو می‌شود؟,What form of accommodation is typically booked for family trips in Iran?,"[{'answers': ['هتل'], 'en_answers': ['hotel'], 'count': 5}, {'answers': ['ویلا', 'ویلایی'], 'en_answers': ['villa'], 'count': 3}, {'answers': ['بومگردی'], 'en_answers': ['ecotourism'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",IR
New-ko-10,What are the most common activities people do as a side job in the US?,What are the most common activities people do as a side job in US?,"[{'answers': ['uber', 'uber driver'], 'en_answers': ['uber', 'uber driver'], 'count': 3}, {'answers': ['social media influencer'], 'en_answers': ['social media influencer'], 'count': 1}, {'answers': ['mlm', 'multi-level marketing'], 'en_answers': ['mlm', 'multi-level marketing'], 'count': 1}, {'answers': ['postmates'], 'en_answers': ['postmates'], 'count': 1}, {'answers': ['instacart'], 'en_answers': ['instacart'], 'count': 1}, {'answers': ['some type of sales', 'sales'], 'en_answers': ['some type of sales', 'sales'], 'count': 1}, {'answers': ['waiter', 'wait tables'], 'en_answers': ['waiter', 'wait tables'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-su-42,What religion is mainly taught in schools in the UK?,What religion is mainly taught in schools in UK?,"[{'answers': ['christianity'], 'en_answers': ['christianity'], 'count': 5}, {'answers': ['islam'], 'en_answers': ['islam'], 'count': 1}, {'answers': ['catholicism '], 'en_answers': ['catholicism '], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",GB
Jo-sp-32,What sport do primary school students tend to practice at school in the UK?,What sport do elementary school students tend to practice at school in UK?,"[{'answers': ['soccer', 'football'], 'en_answers': ['soccer', 'football'], 'count': 4}, {'answers': ['athletics'], 'en_answers': ['athletics'], 'count': 2}, {'answers': ['running'], 'en_answers': ['running'], 'count': 1}, {'answers': ['badminton'], 'en_answers': ['badminton'], 'count': 1}, {'answers': ['tennis'], 'en_answers': ['tennis'], 'count': 1}, {'answers': ['netball'], 'en_answers': ['netball'], 'count': 1}, {'answers': ['rugby'], 'en_answers': ['rugby'], 'count': 1}]","{'no-answer': 1, 'idk': 0, 'not-applicable': 0}",GB
Al-en-01,在中国，学龄前儿童常见的零食是什么？,What is a common snack for preschool kids in China?,"[{'answers': ['奶酪棒', '芝士棒'], 'en_answers': ['cheese stick'], 'count': 1}, {'answers': ['水果干'], 'en_answers': ['dried fruit'], 'count': 1}, {'answers': ['薯片'], 'en_answers': ['potato chips', 'chips'], 'count': 1}, {'answers': ['糖果', '糖'], 'en_answers': ['sweet', 'sweets', 'candy'], 'count': 1}, {'answers': ['冰棍', '雪糕', '冰激凌'], 'en_answers': ['ice cream'], 'count': 1}, {'answers': ['ad钙奶', '娃哈哈'], 'en_answers': ['ad calcium milk'], 'count': 1}]","{'idk': 2, 'no-answer': 1, 'not-applicable': 0}",CN
